
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Amoxicillin Powder, For Suspension","Aurobindo Pharma USA","866-850-2876","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-80)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Aurobindo Pharma USA","866-850-2876","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-50)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Aurobindo Pharma USA","866-850-2876","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-75)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-15)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-80)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-50)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-75)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-15)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-80)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-50)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-75)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Aurobindo Pharma USA","866-850-2876","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Aurobindo Pharma USA","866-850-2876","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 65862-070-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Aurobindo Pharma USA","866-850-2876","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Aurobindo Pharma USA","866-850-2876","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-01)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-46)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-55)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-58)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-46)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-52)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-57)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-46)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-52)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-545-8747","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-57)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-46)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-55)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Sandoz Inc.","800-525-8747","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-58)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-73)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-80)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-79)","Revised","05/02/2025","","","Available","","Anti-Infective; Pediatric","Resolved","05/02/2025","","10/28/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","SpecGx LLC","800-325-8888","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 0406-8884-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","SpecGx LLC","800-325-8888","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 0406-8885-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","SpecGx LLC","800-325-8888","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 0406-8891-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","SpecGx LLC","800-325-8888","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 0406-8892-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","SpecGx LLC","800-325-8888","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0406-8893-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","SpecGx LLC","800-325-8888","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 0406-8894-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","(718) 276-8600 ext. 3","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 42806-344-01)","Reverified","09/18/2025","Limited Availability","Limited availability until end of September 2025","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","(718) 276-8600 ext. 3","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 42806-341-01)","Reverified","09/18/2025","Limited Availability","Limited availability until end of September 2025","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","(718) 276-8600 ext. 3","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 42806-343-01)","Reverified","09/18/2025","Limited Availability","Limited availability until end of September 2025","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","(718) 276-8600 ext. 3","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 42806-345-01)","Reverified","09/18/2025","Limited Availability","Limited availability until end of September 2025","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","(718) 276-8600 ext. 3","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 42806-339-01)","Reverified","09/18/2025","Limited Availability","Limited availability until end of September 2025","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Alvogen","844-842-8672 and email: CustomerService-US@alvogen.com","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 47781-174-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Alvogen","844-842-8672 and email: CustomerService-US@alvogen.com","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 47781-176-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Alvogen","844-842-8672 and email: CustomerService-US@alvogen.com","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 47781-178-01)","Reverified","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Alvogen","844-842-8672 and email: CustomerService-US@alvogen.com","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 47781-179-01)","Revised","09/15/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Alvogen","844-842-8672 and email: CustomerService-US@alvogen.com","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 47781-180-01)","Revised","09/15/2025","Unavailable","Supporting contracted business only; Resupply Q3 2025","","Other","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","732-382-6085 Monday to Friday 9 am to 3:45 pm","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 11534-190-01)","Reverified","09/03/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","732-382-6085 Monday to Friday 9 am to 3:45 pm","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 11534-192-01)","Reverified","09/03/2025","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
